Edad,Género,Artículo_Comprado,Categoría,Precio_USD,Ubicación,Tamaño,Color,Temporada,Calificación_de_Reseña,Estado_de_Suscripción,Tipo_de_Envío,Descuento_Aplicado,Código_Promo_Usado,Compras_Anteriores,Método_de_Pago,Frecuencia_de_Compras
34,Femenino,Abrigo,Ropa ext,90,Rhode Island,M,Magenta,Summer,2.7,No,Free Shipping,No,No,10,PayPal,Every 3 Months
39,Femenino,Sudadera con Capucha,Ropa,85,Illinois,S,Olive,Winter,3.4,No,Next Day Air,No,No,18,Cash,Weekly
44,Femenino,Gafas de Sol,Accesorios,58,Oregon,M,Silver,Fall,3.4,No,Express,No,No,46,Venmo,Weekly
37,Femenino,Falda,Ropa,34,Florida,M,Teal,Fall,3.9,No,Express,No,No,49,PayPal,Monthly
57,Femenino,Abrigo,Ropa ext,40,Kansas,L,White,Summer,3.5,No,2-Day Shipping,No,No,39,Credit Card,Weekly
38,Femenino,Bolso,Accesorios,29,North Dakota,M,Blue,Fall,4.1,No,Free Shipping,No,No,16,Cash,Monthly
21,Femenino,Camiseta,Ropa,76,New Hampshire,M,Yellow,Winter,3.2,No,Standard,No,No,28,Cash,Annually
45,Femenino,Gafas de Sol,Accesorios,84,Texas,S,Maroon,Fall,4.6,No,Store Pickup,No,No,22,PayPal,Quarterly
68,Femenino,Camisa,Ropa,65,Montana,S,Gray,Spring,3.9,No,Standard,No,No,36,Venmo,Bi-Weekly
37,Femenino,Sudadera con Capucha,Ropa,80,Delaware,L,Indigo,Winter,2.7,No,Free Shipping,No,No,18,PayPal,Monthly
53,Femenino,Blusa,Ropa,98,New Hampshire,M,Pink,Fall,3.0,No,Store Pickup,No,No,31,Credit Card,Weekly
57,Femenino,Zapatillas,Calzado,71,Minnesota,XL,Beige,Spring,3.3,No,Next Day Air,No,No,38,Bank Transfer,Fortnightly
28,Femenino,Bufanda,Accesorios,69,Alaska,XL,White,Fall,2.7,No,Free Shipping,No,No,42,Debit Card,Quarterly
37,Femenino,Joyería,Accesorios,95,Connecticut,M,Yellow,Spring,4.6,No,2-Day Shipping,No,No,27,PayPal,Annually
54,Femenino,Pantalones,Ropa,67,Connecticut,M,Teal,Fall,2.7,No,Express,No,No,24,Cash,Monthly
49,Femenino,Zapatillas,Calzado,49,Kansas,M,Olive,Summer,2.5,No,Next Day Air,No,No,38,Debit Card,Annually
62,Femenino,Zapatos,Calzado,97,Nevada,M,Maroon,Winter,4.4,No,Free Shipping,No,No,9,Credit Card,Annually
45,Femenino,Camiseta,Ropa,34,Massachusetts,M,White,Spring,4.0,No,Next Day Air,No,No,19,Bank Transfer,Monthly
45,Femenino,Cinturón,Accesorios,74,Indiana,M,Lavender,Fall,3.8,No,Express,No,No,11,Debit Card,Bi-Weekly
49,Femenino,Joyería,Accesorios,96,Washington,M,Black,Winter,2.5,No,2-Day Shipping,No,No,16,Debit Card,Quarterly
27,Femenino,Cinturón,Accesorios,68,Kansas,M,Green,Summer,4.0,No,Free Shipping,No,No,18,Venmo,Monthly
63,Femenino,Cinturón,Accesorios,84,South Carolina,L,Olive,Fall,4.1,No,Next Day Air,No,No,8,Cash,Monthly
61,Femenino,Camiseta,Ropa,57,Vermont,M,Gray,Summer,2.8,No,Express,No,No,4,Cash,Weekly
25,Femenino,Zapatillas,Calzado,84,Wyoming,XL,Teal,Fall,3.4,No,2-Day Shipping,No,No,37,Cash,Quarterly
33,Femenino,Gafas de Sol,Accesorios,32,Colorado,M,Charcoal,Fall,2.7,No,2-Day Shipping,No,No,30,Cash,Monthly
56,Femenino,Sandalias,Calzado,37,West Virginia,M,Violet,Fall,3.8,No,2-Day Shipping,No,No,37,Bank Transfer,Monthly
50,Femenino,Bolso,Accesorios,58,Connecticut,M,Lavender,Summer,4.4,No,Store Pickup,No,No,30,PayPal,Quarterly
45,Femenino,Calcetines,Ropa,74,Oregon,S,Beige,Fall,2.8,No,Express,No,No,17,Venmo,Weekly
45,Femenino,Sudadera con Capucha,Ropa,99,Idaho,L,Black,Summer,5.0,No,Store Pickup,No,No,11,Bank Transfer,Every 3 Months
65,Femenino,Suéter,Ropa,81,Arkansas,M,Black,Fall,4.7,No,Express,No,No,42,Credit Card,Annually
63,Femenino,Pantalones,Ropa,76,Kansas,M,Purple,Fall,3.2,No,Next Day Air,No,No,20,Cash,Weekly
70,Femenino,Zapatillas,Calzado,98,Michigan,M,Magenta,Summer,2.9,No,Store Pickup,No,No,37,Cash,Monthly
53,Femenino,Guantes,Accesorios,91,Arkansas,M,Teal,Summer,3.7,No,Express,No,No,12,PayPal,Fortnightly
22,Femenino,Camiseta,Ropa,79,Pennsylvania,S,Teal,Summer,4.2,No,Free Shipping,No,No,41,Bank Transfer,Quarterly
26,Femenino,Mochila,Accesorios,83,Virginia,M,Pink,Summer,3.4,No,Express,No,No,32,Credit Card,Quarterly
23,Femenino,Abrigo,Ropa ext,90,Minnesota,M,Teal,Spring,2.9,No,2-Day Shipping,No,No,15,Venmo,Weekly
25,Femenino,Abrigo,Ropa ext,20,Nevada,M,Gold,Winter,3.7,No,Standard,No,No,39,Venmo,Quarterly
69,Femenino,Sandalias,Calzado,21,Montana,L,Brown,Spring,2.7,No,Store Pickup,No,No,48,Credit Card,Fortnightly
36,Femenino,Mochila,Accesorios,60,Nebraska,M,Brown,Fall,3.2,No,2-Day Shipping,No,No,8,Venmo,Fortnightly
21,Femenino,Suéter,Ropa,31,Indiana,S,Magenta,Winter,4.9,No,Store Pickup,No,No,11,Bank Transfer,Every 3 Months
57,Femenino,Pantalones Cortos,Ropa,40,New Jersey,M,Black,Fall,2.8,No,Next Day Air,No,No,36,Bank Transfer,Monthly
60,Femenino,Gafas de Sol,Accesorios,26,Wisconsin,L,Teal,Winter,4.7,No,Free Shipping,No,No,50,Venmo,Every 3 Months
44,Femenino,Camisa,Ropa,98,Minnesota,M,Brown,Fall,3.3,No,Express,No,No,39,Venmo,Every 3 Months
31,Femenino,Zapatos,Calzado,51,New Jersey,M,Magenta,Spring,4.3,No,Express,No,No,11,Credit Card,Bi-Weekly
57,Femenino,Sombrero,Accesorios,95,Oklahoma,XL,Indigo,Fall,3.7,No,2-Day Shipping,No,No,5,Debit Card,Every 3 Months
39,Femenino,Bufanda,Accesorios,36,Wisconsin,M,Violet,Summer,4.5,No,2-Day Shipping,No,No,7,Credit Card,Annually
48,Femenino,Cinturón,Accesorios,52,Rhode Island,L,Cyan,Winter,3.4,No,Store Pickup,No,No,50,Debit Card,Weekly
42,Femenino,Camiseta,Ropa,35,Indiana,M,Violet,Spring,2.7,No,Standard,No,No,21,Cash,Every 3 Months
56,Femenino,Pantalones Cortos,Ropa,68,Vermont,S,Black,Fall,4.4,No,Express,No,No,31,Debit Card,Fortnightly
28,Femenino,Pantalones,Ropa,50,Maine,S,Charcoal,Winter,4.0,No,Express,No,No,39,Cash,Bi-Weekly
40,Femenino,Gafas de Sol,Accesorios,100,Alabama,M,White,Winter,3.2,No,Express,No,No,28,Credit Card,Fortnightly
49,Femenino,Abrigo,Ropa ext,74,Alabama,S,Gray,Winter,4.2,No,Next Day Air,No,No,33,Bank Transfer,Weekly
37,Femenino,Sudadera con Capucha,Ropa,45,Idaho,L,Pink,Winter,3.0,No,Store Pickup,No,No,42,Credit Card,Quarterly
22,Femenino,Vestido,Ropa,97,Arkansas,M,Cyan,Fall,2.8,No,Free Shipping,No,No,5,Bank Transfer,Every 3 Months
27,Femenino,Blusa,Ropa,60,Ohio,M,Blue,Winter,4.9,No,Express,No,No,25,Cash,Monthly
59,Femenino,Calcetines,Ropa,25,Illinois,M,Indigo,Winter,4.7,No,Express,No,No,48,PayPal,Annually
35,Femenino,Calcetines,Ropa,55,Nevada,XL,Magenta,Spring,4.4,No,Standard,No,No,30,Credit Card,Weekly
58,Femenino,Zapatos,Calzado,99,Texas,M,Lavender,Winter,3.1,No,Next Day Air,No,No,34,PayPal,Quarterly
58,Femenino,Cinturón,Accesorios,45,Nevada,S,Orange,Summer,2.6,No,Free Shipping,No,No,34,PayPal,Every 3 Months
46,Femenino,Suéter,Ropa,20,Oklahoma,M,Cyan,Spring,3.9,No,Store Pickup,No,No,14,Cash,Fortnightly
43,Femenino,Pantalones,Ropa,88,Alabama,XL,Green,Summer,2.6,No,2-Day Shipping,No,No,2,Debit Card,Weekly
39,Femenino,Bufanda,Accesorios,99,South Dakota,M,White,Summer,4.0,No,Store Pickup,No,No,41,PayPal,Every 3 Months
59,Femenino,Falda,Ropa,86,Texas,M,Blue,Spring,4.9,No,Store Pickup,No,No,3,Credit Card,Monthly
59,Femenino,Vestido,Ropa,70,Montana,M,Black,Summer,3.3,No,2-Day Shipping,No,No,18,Bank Transfer,Weekly
59,Femenino,Sombrero,Accesorios,50,Wyoming,S,Red,Fall,3.0,No,Express,No,No,1,Debit Card,Fortnightly
45,Femenino,Bolso,Accesorios,57,New York,L,Red,Winter,2.7,No,Next Day Air,No,No,5,PayPal,Monthly
27,Femenino,Pantalones,Ropa,69,Oregon,L,Gold,Winter,3.1,No,Free Shipping,No,No,41,Bank Transfer,Annually
24,Femenino,Camiseta,Ropa,94,California,M,Red,Fall,4.8,No,Next Day Air,No,No,5,Credit Card,Monthly
47,Femenino,Chaqueta,Ropa ext,24,North Carolina,L,Purple,Spring,2.9,No,Express,No,No,10,Debit Card,Every 3 Months
70,Femenino,Bufanda,Accesorios,79,Kentucky,L,White,Spring,4.5,No,2-Day Shipping,No,No,20,Venmo,Annually
58,Femenino,Sombrero,Accesorios,31,Hawaii,XL,Magenta,Fall,4.6,No,Free Shipping,No,No,11,Cash,Weekly
45,Femenino,Chaqueta,Ropa ext,67,Illinois,L,Pink,Winter,5.0,No,Express,No,No,4,Venmo,Fortnightly
24,Femenino,Falda,Ropa,63,West Virginia,L,Black,Spring,4.3,No,2-Day Shipping,No,No,38,Credit Card,Weekly
67,Femenino,Bolso,Accesorios,61,South Carolina,XL,White,Spring,4.9,No,Next Day Air,No,No,19,Credit Card,Bi-Weekly
31,Femenino,Mochila,Accesorios,50,Montana,M,Maroon,Summer,4.0,No,2-Day Shipping,No,No,16,Venmo,Every 3 Months
52,Femenino,Abrigo,Ropa ext,82,North Dakota,L,Black,Spring,3.1,No,Free Shipping,No,No,2,PayPal,Monthly
29,Femenino,Cinturón,Accesorios,51,New Mexico,L,Olive,Fall,2.6,No,2-Day Shipping,No,No,11,Cash,Monthly
62,Femenino,Bolso,Accesorios,23,Missouri,L,Gray,Spring,4.9,No,Standard,No,No,18,Bank Transfer,Fortnightly
19,Femenino,Abrigo,Ropa ext,91,West Virginia,M,Gold,Spring,3.5,No,2-Day Shipping,No,No,47,Credit Card,Fortnightly
62,Femenino,Suéter,Ropa,60,South Carolina,S,Magenta,Spring,4.5,No,Store Pickup,No,No,15,Bank Transfer,Bi-Weekly
70,Femenino,Blusa,Ropa,34,West Virginia,S,Lavender,Summer,2.8,No,Next Day Air,No,No,15,Cash,Weekly
20,Femenino,Blusa,Ropa,23,Alaska,M,Green,Spring,4.2,No,Next Day Air,No,No,47,Venmo,Quarterly
67,Femenino,Cinturón,Accesorios,82,West Virginia,M,Violet,Fall,4.1,No,Free Shipping,No,No,47,PayPal,Monthly
65,Femenino,Chaqueta,Ropa ext,73,New Mexico,M,Brown,Fall,3.5,No,Express,No,No,6,Bank Transfer,Every 3 Months
45,Femenino,Pantalones Cortos,Ropa,32,South Dakota,L,Teal,Spring,4.0,No,2-Day Shipping,No,No,18,Venmo,Monthly
26,Femenino,Sombrero,Accesorios,80,Oklahoma,M,Charcoal,Spring,4.0,No,Express,No,No,40,Bank Transfer,Bi-Weekly
36,Femenino,Pantalones,Ropa,58,Oklahoma,XL,Charcoal,Summer,2.5,No,Free Shipping,No,No,31,Credit Card,Fortnightly
36,Femenino,Blusa,Ropa,82,Alabama,XL,Beige,Winter,4.2,No,Standard,No,No,31,Venmo,Bi-Weekly
20,Femenino,Cinturón,Accesorios,60,Mississippi,S,Turquoise,Summer,3.4,No,Next Day Air,No,No,4,Credit Card,Fortnightly
30,Femenino,Bolso,Accesorios,79,Mississippi,XL,Orange,Fall,4.8,No,Next Day Air,No,No,36,Bank Transfer,Every 3 Months
34,Femenino,Sudadera con Capucha,Ropa,41,Nebraska,L,Cyan,Summer,4.9,No,Standard,No,No,31,PayPal,Bi-Weekly
63,Femenino,Chaqueta,Ropa ext,39,Colorado,L,Orange,Summer,3.6,No,Store Pickup,No,No,6,Venmo,Fortnightly
18,Femenino,Bufanda,Accesorios,36,Pennsylvania,S,Green,Winter,4.0,No,Store Pickup,No,No,1,Cash,Monthly
55,Femenino,Jeans,Ropa,70,Utah,M,Pink,Fall,2.6,No,Express,No,No,29,Cash,Monthly
48,Femenino,Bolso,Accesorios,47,Massachusetts,M,Blue,Summer,3.1,No,Store Pickup,No,No,19,PayPal,Monthly
45,Femenino,Chaqueta,Ropa ext,27,Iowa,M,Pink,Winter,3.6,No,Free Shipping,No,No,12,PayPal,Fortnightly
29,Femenino,Sombrero,Accesorios,52,Florida,L,Blue,Summer,4.0,No,Express,No,No,18,Bank Transfer,Annually
55,Femenino,Zapatillas,Calzado,75,Louisiana,L,Black,Summer,3.9,No,Next Day Air,No,No,45,Cash,Quarterly
55,Femenino,Sombrero,Accesorios,30,Kansas,XL,Black,Fall,3.9,No,Express,No,No,45,Credit Card,Monthly
55,Femenino,Calcetines,Ropa,94,Kansas,M,Violet,Spring,3.3,No,Standard,No,No,8,Credit Card,Quarterly
48,Femenino,Bufanda,Accesorios,68,Kentucky,S,Gold,Summer,2.9,No,Standard,No,No,4,PayPal,Every 3 Months
42,Femenino,Calcetines,Ropa,45,New Mexico,M,Olive,Summer,3.1,No,Free Shipping,No,No,5,Debit Card,Fortnightly
21,Femenino,Sombrero,Accesorios,67,North Carolina,XL,Pink,Summer,4.7,No,Standard,No,No,30,Cash,Quarterly
45,Femenino,Chaqueta,Ropa ext,46,North Dakota,M,Olive,Summer,3.9,No,Free Shipping,No,No,15,PayPal,Monthly
23,Femenino,Pantalones Cortos,Ropa,31,North Dakota,M,Indigo,Summer,4.3,No,Next Day Air,No,No,17,Credit Card,Every 3 Months
66,Femenino,Blusa,Ropa,44,Illinois,XL,Silver,Fall,4.2,No,2-Day Shipping,No,No,45,Cash,Every 3 Months
32,Femenino,Abrigo,Ropa ext,100,Maine,S,Charcoal,Winter,4.3,No,Next Day Air,No,No,3,Venmo,Annually
52,Femenino,Suéter,Ropa,92,Indiana,XL,Orange,Winter,4.6,No,Next Day Air,No,No,43,PayPal,Weekly
54,Femenino,Bolso,Accesorios,78,North Dakota,M,Yellow,Winter,3.8,No,Free Shipping,No,No,4,Credit Card,Monthly
37,Femenino,Camiseta,Ropa,32,Missouri,S,Red,Fall,3.3,No,Standard,No,No,41,Venmo,Weekly
29,Femenino,Sandalias,Calzado,97,Alaska,M,Maroon,Fall,3.7,No,2-Day Shipping,No,No,16,Venmo,Monthly
47,Femenino,Guantes,Accesorios,95,North Dakota,M,Magenta,Summer,4.3,No,Standard,No,No,10,Debit Card,Annually
47,Femenino,Pantalones Cortos,Ropa,64,Connecticut,M,Black,Spring,4.1,No,Express,No,No,2,Debit Card,Quarterly
42,Femenino,Sandalias,Calzado,35,Wisconsin,M,Violet,Spring,3.2,No,Free Shipping,No,No,11,Cash,Bi-Weekly
34,Femenino,Mochila,Accesorios,54,New Jersey,M,Gray,Winter,3.8,No,Express,No,No,1,Debit Card,Bi-Weekly
38,Femenino,Zapatillas,Calzado,96,Missouri,M,Black,Spring,3.2,No,2-Day Shipping,No,No,41,Bank Transfer,Quarterly
55,Femenino,Gafas de Sol,Accesorios,58,California,M,Pink,Summer,3.5,No,Free Shipping,No,No,39,PayPal,Quarterly
27,Femenino,Camiseta,Ropa,23,Washington,M,Silver,Summer,3.1,No,2-Day Shipping,No,No,1,PayPal,Bi-Weekly
55,Femenino,Jeans,Ropa,35,Minnesota,M,Violet,Spring,4.2,No,Express,No,No,3,PayPal,Monthly
66,Femenino,Camisa,Ropa,23,California,M,Beige,Summer,3.4,No,Free Shipping,No,No,21,Credit Card,Annually
44,Femenino,Sombrero,Accesorios,94,Texas,XL,Cyan,Winter,3.5,No,Express,No,No,48,Bank Transfer,Quarterly
39,Femenino,Blusa,Ropa,45,Montana,M,Brown,Fall,4.0,No,Free Shipping,No,No,24,Debit Card,Annually
23,Femenino,Chaqueta,Ropa ext,23,Arizona,L,Blue,Winter,4.4,No,2-Day Shipping,No,No,45,Bank Transfer,Bi-Weekly
29,Femenino,Falda,Ropa,94,Minnesota,L,White,Winter,2.9,No,2-Day Shipping,No,No,46,Credit Card,Monthly
20,Femenino,Guantes,Accesorios,99,Nebraska,M,Cyan,Fall,3.6,No,Store Pickup,No,No,35,Cash,Fortnightly
42,Femenino,Camiseta,Ropa,36,Virginia,XL,Maroon,Fall,4.4,No,Free Shipping,No,No,47,Credit Card,Fortnightly
55,Femenino,Chaqueta,Ropa ext,50,Connecticut,XL,Olive,Summer,4.5,No,Standard,No,No,35,Credit Card,Monthly
66,Femenino,Chaqueta,Ropa ext,81,New Jersey,M,Violet,Spring,3.8,No,Free Shipping,No,No,45,Credit Card,Weekly
24,Femenino,Pantalones Cortos,Ropa,31,Kentucky,XL,Green,Winter,3.6,No,2-Day Shipping,No,No,6,Cash,Bi-Weekly
62,Femenino,Sombrero,Accesorios,48,Washington,XL,Magenta,Fall,4.3,No,Free Shipping,No,No,20,Cash,Annually
28,Femenino,Bolso,Accesorios,91,Florida,M,Turquoise,Summer,4.0,No,2-Day Shipping,No,No,3,Venmo,Bi-Weekly
30,Femenino,Jeans,Ropa,99,Oklahoma,M,Black,Summer,3.4,No,Express,No,No,30,Venmo,Quarterly
22,Femenino,Zapatos,Calzado,70,Iowa,XL,Cyan,Summer,4.4,No,Standard,No,No,28,PayPal,Bi-Weekly
28,Femenino,Camiseta,Ropa,74,New Hampshire,L,Gray,Winter,2.8,No,Standard,No,No,15,Cash,Every 3 Months
35,Femenino,Joyería,Accesorios,79,Georgia,M,Red,Fall,2.8,No,Store Pickup,No,No,29,PayPal,Quarterly
45,Femenino,Bolso,Accesorios,33,Mississippi,S,Olive,Fall,4.9,No,2-Day Shipping,No,No,15,Cash,Bi-Weekly
43,Femenino,Camisa,Ropa,49,New Hampshire,L,Cyan,Spring,4.2,No,2-Day Shipping,No,No,18,Bank Transfer,Fortnightly
55,Femenino,Cinturón,Accesorios,96,Washington,M,Teal,Summer,2.9,No,Next Day Air,No,No,7,Bank Transfer,Bi-Weekly
31,Femenino,Vestido,Ropa,66,Ohio,L,Teal,Fall,4.6,No,Free Shipping,No,No,19,Credit Card,Every 3 Months
42,Femenino,Falda,Ropa,45,Maryland,M,Orange,Fall,2.8,No,Next Day Air,No,No,15,PayPal,Weekly
40,Femenino,Blusa,Ropa,28,Delaware,M,Peach,Spring,2.6,No,Store Pickup,No,No,3,Bank Transfer,Bi-Weekly
39,Femenino,Jeans,Ropa,48,Tennessee,M,Silver,Summer,3.5,No,Store Pickup,No,No,13,PayPal,Bi-Weekly
41,Femenino,Sudadera con Capucha,Ropa,67,Arkansas,M,Pink,Winter,3.5,No,Free Shipping,No,No,37,Credit Card,Monthly
56,Femenino,Camiseta,Ropa,59,Tennessee,M,Magenta,Fall,3.4,No,2-Day Shipping,No,No,26,Cash,Annually
43,Femenino,Gafas de Sol,Accesorios,74,New Hampshire,L,Red,Fall,3.9,No,Next Day Air,No,No,29,Debit Card,Monthly
22,Femenino,Chaqueta,Ropa ext,81,Minnesota,M,Maroon,Spring,3.3,No,2-Day Shipping,No,No,47,Cash,Every 3 Months
47,Femenino,Zapatos,Calzado,26,Florida,M,Silver,Spring,4.1,No,Free Shipping,No,No,47,Credit Card,Bi-Weekly
50,Femenino,Bolso,Accesorios,61,Tennessee,M,Gray,Summer,3.0,No,Next Day Air,No,No,48,Venmo,Fortnightly
58,Femenino,Suéter,Ropa,23,California,M,Turquoise,Winter,3.0,No,Next Day Air,No,No,46,Bank Transfer,Bi-Weekly
50,Femenino,Bufanda,Accesorios,33,Oregon,M,Peach,Fall,3.2,No,Standard,No,No,7,Credit Card,Monthly
43,Femenino,Falda,Ropa,58,Tennessee,L,Teal,Fall,3.9,No,Express,No,No,45,Credit Card,Every 3 Months
38,Femenino,Guantes,Accesorios,65,North Carolina,M,Red,Spring,3.6,No,2-Day Shipping,No,No,47,Debit Card,Quarterly
44,Femenino,Camiseta,Ropa,48,Tennessee,M,Blue,Summer,3.1,No,Store Pickup,No,No,6,Venmo,Fortnightly
30,Femenino,Sandalias,Calzado,25,Nebraska,M,Blue,Spring,4.8,No,Express,No,No,29,Bank Transfer,Every 3 Months
47,Femenino,Suéter,Ropa,51,Maine,M,Indigo,Winter,3.8,No,2-Day Shipping,No,No,42,Cash,Monthly
30,Femenino,Cinturón,Accesorios,31,Illinois,M,Charcoal,Summer,2.8,No,Store Pickup,No,No,46,Cash,Fortnightly
49,Femenino,Sudadera con Capucha,Ropa,99,Colorado,S,Turquoise,Winter,4.0,No,Next Day Air,No,No,28,PayPal,Annually
56,Femenino,Calcetines,Ropa,25,Pennsylvania,M,Maroon,Winter,4.6,No,Free Shipping,No,No,14,Credit Card,Every 3 Months
70,Femenino,Sandalias,Calzado,52,Minnesota,M,Purple,Spring,3.5,No,Store Pickup,No,No,12,Debit Card,Every 3 Months
22,Femenino,Blusa,Ropa,47,Nevada,S,Lavender,Spring,3.7,No,2-Day Shipping,No,No,41,Debit Card,Annually
51,Femenino,Botas,Calzado,98,Connecticut,XL,Yellow,Fall,4.9,No,Express,No,No,8,Credit Card,Annually
22,Femenino,Sombrero,Accesorios,46,Ohio,M,Green,Winter,4.1,No,Store Pickup,No,No,24,Cash,Quarterly
37,Femenino,Camisa,Ropa,32,Kentucky,M,Yellow,Winter,4.6,No,Next Day Air,No,No,18,PayPal,Fortnightly
49,Femenino,Pantalones Cortos,Ropa,75,Minnesota,L,Gold,Fall,4.5,No,Next Day Air,No,No,6,Cash,Quarterly
61,Femenino,Bolso,Accesorios,51,Tennessee,L,Turquoise,Summer,5.0,No,Store Pickup,No,No,40,Cash,Weekly
41,Femenino,Vestido,Ropa,52,North Dakota,L,Blue,Summer,3.8,No,Standard,No,No,6,PayPal,Every 3 Months
57,Femenino,Sombrero,Accesorios,66,Minnesota,L,Turquoise,Winter,4.7,No,Standard,No,No,27,Credit Card,Quarterly
34,Femenino,Suéter,Ropa,35,Nebraska,M,Maroon,Spring,2.8,No,Express,No,No,2,Bank Transfer,Weekly
27,Femenino,Abrigo,Ropa ext,43,Delaware,M,Pink,Fall,2.6,No,Next Day Air,No,No,39,Venmo,Bi-Weekly
39,Femenino,Sudadera con Capucha,Ropa,24,Minnesota,L,Maroon,Summer,3.8,No,Free Shipping,No,No,9,Venmo,Quarterly
62,Femenino,Joyería,Accesorios,83,Rhode Island,M,Olive,Winter,2.8,No,Standard,No,No,16,Credit Card,Every 3 Months
34,Femenino,Camiseta,Ropa,62,Michigan,M,Lavender,Fall,2.6,No,2-Day Shipping,No,No,36,Cash,Quarterly
53,Femenino,Pantalones,Ropa,78,New Jersey,S,Pink,Spring,3.4,No,2-Day Shipping,No,No,2,Credit Card,Bi-Weekly
35,Femenino,Suéter,Ropa,61,South Dakota,M,Cyan,Spring,4.5,No,Store Pickup,No,No,21,Credit Card,Weekly
38,Femenino,Pantalones,Ropa,57,North Carolina,L,Maroon,Fall,3.8,No,Free Shipping,No,No,39,Venmo,Annually
32,Femenino,Calcetines,Ropa,70,Oregon,S,Red,Summer,3.0,No,Next Day Air,No,No,38,PayPal,Annually
47,Femenino,Sudadera con Capucha,Ropa,57,Montana,M,Silver,Fall,3.7,No,2-Day Shipping,No,No,6,Debit Card,Every 3 Months
53,Femenino,Bufanda,Accesorios,74,New Jersey,XL,Blue,Winter,4.4,No,Free Shipping,No,No,6,Venmo,Bi-Weekly
60,Femenino,Vestido,Ropa,90,Arizona,M,Gold,Fall,3.1,No,Next Day Air,No,No,50,Debit Card,Monthly
31,Femenino,Sandalias,Calzado,98,Vermont,S,Yellow,Spring,4.2,No,Store Pickup,No,No,9,PayPal,Annually
44,Femenino,Vestido,Ropa,43,Colorado,M,Silver,Winter,3.1,No,Free Shipping,No,No,15,Debit Card,Every 3 Months
29,Femenino,Pantalones,Ropa,37,Tennessee,XL,Black,Winter,5.0,No,Next Day Air,No,No,5,PayPal,Quarterly
19,Femenino,Blusa,Ropa,38,New Jersey,L,Yellow,Summer,2.7,No,Standard,No,No,13,Bank Transfer,Bi-Weekly
54,Femenino,Jeans,Ropa,60,Montana,L,Pink,Winter,3.8,No,Standard,No,No,44,Cash,Fortnightly
40,Femenino,Pantalones,Ropa,55,Montana,XL,Yellow,Winter,3.3,No,Standard,No,No,36,Debit Card,Annually
39,Femenino,Gafas de Sol,Accesorios,51,Nevada,M,Lavender,Fall,4.8,No,Free Shipping,No,No,18,Venmo,Fortnightly
44,Femenino,Mochila,Accesorios,71,Nevada,L,Peach,Winter,3.4,No,Standard,No,No,39,Credit Card,Weekly
22,Femenino,Sudadera con Capucha,Ropa,61,Louisiana,M,Black,Spring,4.4,No,2-Day Shipping,No,No,11,PayPal,Every 3 Months
30,Femenino,Botas,Calzado,65,Illinois,M,Olive,Summer,3.9,No,Standard,No,No,1,Cash,Bi-Weekly
69,Femenino,Guantes,Accesorios,34,South Carolina,L,Olive,Fall,3.9,No,2-Day Shipping,No,No,34,Credit Card,Annually
28,Femenino,Blusa,Ropa,87,Washington,M,White,Summer,4.2,No,Store Pickup,No,No,47,Bank Transfer,Bi-Weekly
57,Femenino,Suéter,Ropa,79,Nebraska,M,Red,Spring,4.0,No,Store Pickup,No,No,24,Venmo,Quarterly
46,Femenino,Vestido,Ropa,46,Alabama,S,Purple,Spring,2.6,No,Store Pickup,No,No,20,Cash,Quarterly
48,Femenino,Calcetines,Ropa,72,Montana,L,Purple,Summer,4.4,No,Standard,No,No,11,Bank Transfer,Annually
24,Femenino,Camisa,Ropa,93,Minnesota,M,Teal,Summer,3.2,No,Next Day Air,No,No,3,Credit Card,Every 3 Months
50,Femenino,Sandalias,Calzado,76,Ohio,L,Teal,Summer,4.3,No,Free Shipping,No,No,38,Bank Transfer,Bi-Weekly
29,Femenino,Zapatos,Calzado,56,New York,L,Gray,Winter,4.9,No,2-Day Shipping,No,No,45,Cash,Weekly
61,Femenino,Sandalias,Calzado,83,Indiana,M,Magenta,Fall,3.8,No,Store Pickup,No,No,31,Venmo,Quarterly
34,Femenino,Guantes,Accesorios,90,Delaware,XL,Black,Winter,2.5,No,Express,No,No,16,PayPal,Bi-Weekly
27,Femenino,Botas,Calzado,94,Connecticut,M,Maroon,Spring,4.9,No,Next Day Air,No,No,3,Bank Transfer,Quarterly
38,Femenino,Blusa,Ropa,68,New York,M,Gold,Fall,3.0,No,2-Day Shipping,No,No,15,Bank Transfer,Annually
25,Femenino,Sandalias,Calzado,53,Alabama,M,Purple,Spring,3.2,No,Store Pickup,No,No,11,Bank Transfer,Every 3 Months
54,Femenino,Abrigo,Ropa ext,35,Massachusetts,M,Blue,Summer,2.9,No,2-Day Shipping,No,No,22,Debit Card,Fortnightly
53,Femenino,Chaqueta,Ropa ext,30,South Carolina,M,Beige,Summer,2.8,No,Free Shipping,No,No,35,Debit Card,Annually
23,Femenino,Joyería,Accesorios,26,West Virginia,L,Indigo,Winter,3.1,No,Store Pickup,No,No,5,Venmo,Bi-Weekly
19,Femenino,Sombrero,Accesorios,60,Kentucky,M,Purple,Winter,3.4,No,Express,No,No,35,PayPal,Bi-Weekly
57,Femenino,Zapatos,Calzado,30,New Jersey,M,Maroon,Summer,2.9,No,Free Shipping,No,No,27,PayPal,Weekly
19,Femenino,Abrigo,Ropa ext,91,New York,L,Beige,Winter,3.2,No,Next Day Air,No,No,9,Venmo,Monthly
